category,text,category_id,clean_text
01,"meat; of sheep, lamb carcasses and half-carcasses, frozen",0,meat sheep lamb carcasses half carcasses frozen
01,"meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen",0,meat sheep carcasses half carcasses excluding carcasses half carcasses lamb frozen
01,"meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen",0,meat sheep including lamb cuts bone excluding carcasses half carcasses frozen
01,"meat; of sheep (including lamb), boneless cuts, frozen",0,meat sheep including lamb boneless cuts frozen
01,"meat; of goats, fresh, chilled or frozen",0,meat goats fresh chilled frozen
01,"offal, edible; of bovine animals, fresh or chilled",0,offal edible bovine animals fresh chilled
01,"offal, edible; of bovine animals, tongues, frozen",0,offal edible bovine animals tongues frozen
01,"offal, edible; of bovine animals, livers, frozen",0,offal edible bovine animals livers frozen
01,"offal, edible; of bovine animals, (other than tongues and livers), frozen",0,offal edible bovine animals tongues livers frozen
01,"offal, edible; of swine, fresh or chilled",0,offal edible swine fresh chilled
01,"offal, edible; of swine, livers, frozen",0,offal edible swine livers frozen
01,"offal, edible; of swine, (other than livers), frozen",0,offal edible swine livers frozen
01,"offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",0,offal edible sheep goats horses asses mules hinnies fresh chilled
01,"offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen",0,offal edible sheep goats horses asses mules hinnies frozen
01,"meat and edible offal; of fowls of the species gallus domesticus, not cut in pieces, fresh or chilled",0,meat edible offal fowls species gallus domesticus cut pieces fresh chilled
01,"meat and edible offal; of fowls of the species gallus domesticus, not cut in pieces, frozen",0,meat edible offal fowls species gallus domesticus cut pieces frozen
01,"meat and edible offal; of fowls of the species gallus domesticus, cuts and offal, fresh or chilled",0,meat edible offal fowls species gallus domesticus cuts offal fresh chilled
01,"meat and edible offal; of fowls of the species gallus domesticus, cuts and offal, frozen",0,meat edible offal fowls species gallus domesticus cuts offal frozen
01,"meat and edible offal; of turkeys, not cut in pieces, fresh or chilled",0,meat edible offal turkeys cut pieces fresh chilled
01,"meat and edible offal; of turkeys, not cut in pieces, frozen",0,meat edible offal turkeys cut pieces frozen
01,"meat and edible offal; of turkeys, cuts and offal, fresh or chilled",0,meat edible offal turkeys cuts offal fresh chilled
01,"meat and edible offal; of turkeys, cuts and offal, frozen",0,meat edible offal turkeys cuts offal frozen
01,"meat and edible offal; of ducks, not cut in pieces, fresh or chilled",0,meat edible offal ducks cut pieces fresh chilled
01,"meat and edible offal; of ducks, not cut in pieces, frozen",0,meat edible offal ducks cut pieces frozen
01,"meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled",0,meat edible offal ducks fatty livers foie gras fresh chilled
01,"meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled",0,meat edible offal ducks cuts offal excluding fatty livers fresh chilled
01,"meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen",0,meat edible offal ducks cuts offal excluding fatty livers frozen
01,"meat and edible offal; of geese, not cut in pieces, frozen",0,meat edible offal geese cut pieces frozen
01,"meat and edible offal; of geese, cuts and offal, excluding fatty livers, fresh or chilled",0,meat edible offal geese cuts offal excluding fatty livers fresh chilled
01,"meat and edible offal; of geese, cuts and offal, excluding fatty livers, frozen",0,meat edible offal geese cuts offal excluding fatty livers frozen
01,"meat and edible offal; of guinea fowls, fresh, chilled or frozen",0,meat edible offal guinea fowls fresh chilled frozen
01,"meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen",0,meat edible meat offal rabbits hares fresh chilled frozen
01,"meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order cetacea); of manatees and dugongs (mammals of the order sirenia); of seals, sea lions and walruses (mammals of the suborder pinnipedia), fresh, chilled or frozen",0,meat edible meat offal whales dolphins porpoises mammals order cetacea manatees dugongs mammals order sirenia seals sea lions walruses mammals suborder pinnipedia fresh chilled frozen
01,"meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen",0,meat edible meat offal reptiles including snakes turtles fresh chilled frozen
01,"meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen",0,meat edible meat offal n e c chapter fresh chilled frozen
01,"fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",0,fat pig fat free lean meat rendered otherwise extracted fresh chilled frozen salted brine dried smoked
01,"fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",0,fat poultry fat rendered otherwise extracted fresh chilled frozen salted brine dried smoked
01,"meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in",0,meat salted brine dried smoked swine hams shoulders cuts thereof bone
01,"meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof",0,meat salted brine dried smoked swine bellies streaky cuts thereof
01,"meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1",0,meat salted brine dried smoked swine n e c item
01,"meat; salted, in brine, dried or smoked, of bovine animals",0,meat salted brine dried smoked bovine animals
01,"meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates",0,meat edible meat offal salted brine dried smoked edible flours meals meat meat offal primates
01,"meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order cetacea); manatees, dugongs (of order sirenia); seals, sea lions, and walruses (of suborder pinnipedia)",0,meat edible meat offal salted brine dried smoked edible flours meals meat meat offal whales dolphins porpoises order cetacea manatees dugongs order sirenia seals sea lions walruses suborder pinnipedia
01,"meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)",0,meat edible meat offal salted brine dried smoked edible flours meals meat meat offal reptiles including snakes turtles
01,"meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)",0,meat edible meat offal salted brine dried smoked edible flours meals meat meat offal primates whales dolphins porpoises manatees dugongs seals sea lions walruses reptiles including snakes turtles
01,"fish; live, ornamental, freshwater",0,fish live ornamental freshwater
01,"fish; live, ornamental, other than freshwater",0,fish live ornamental freshwater
01,"fish; live, trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster)",0,fish live trout salmo trutta oncorhynchus mykiss oncorhynchus clarki oncorhynchus aguabonita oncorhynchus gilae oncorhynchus apache oncorhynchus chrysogaster
01,"fish; live, eels (anguilla spp.)",0,fish live eels anguilla spp
01,"fish; live, carp (cyprinus spp., carassius spp., ctenopharyngodon idellus, hypophthalmichthys spp., cirrhinus spp., mylopharyngodon piceus, catla catla, labeo spp., osteochilus hasselti, leptobarbus hoeveni, megalobrama spp.)",0,fish live carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp
01,"fish; live, atlantic and pacific bluefin tunas (thunnus thynnus, thunnus orientalis)",0,fish live atlantic pacific bluefin tunas thunnus thynnus thunnus orientalis
01,"fish; live, southern bluefin tunas (thunnus maccoyii)",0,fish live southern bluefin tunas thunnus maccoyii
01,"fish; live, n.e.c. in heading 0301",0,fish live n e c heading
01,"fish; fresh or chilled, trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",0,fish fresh chilled trout salmo trutta oncorhynchus mykiss oncorhynchus clarki oncorhynchus aguabonita oncorhynchus gilae oncorhynchus apache oncorhynchus chrysogaster excluding fillets fish meat edible fish offal
01,"fish; fresh or chilled, pacific salmon (oncorhynchus nerka, oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou, oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9",0,fish fresh chilled pacific salmon oncorhynchus nerka oncorhynchus gorbuscha oncorhynchus keta oncorhynchus tschawytscha oncorhynchus kisutch oncorhynchus masou oncorhynchus rhodurus fillets meat edible fish offal
01,"fish; fresh or chilled, atlantic salmon (salmo salar) and danube salmon (hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled atlantic salmon salmo salar danube salmon hucho hucho excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled salmonidae n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled halibut reinhardtius hippoglossoides hippoglossus hippoglossus hippoglossus stenolepis excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, plaice (pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled plaice pleuronectes platessa excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, sole (solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled sole solea spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, turbots (psetta maxima, scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled turbots psetta maxima scophthalmidae excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled flat fish n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, albacore or longfinned tunas (thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled albacore longfinned tunas thunnus alalunga excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, yellowfin tunas (thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled yellowfin tunas thunnus albacares excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled skipjack stripe bellied bonito excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, bigeye tunas (thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled bigeye tunas thunnus obesus excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, atlantic and pacific bluefin tunas (thunnus thynnus, thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled atlantic pacific bluefin tunas thunnus thynnus thunnus orientalis excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, southern bluefin tunas (thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled southern bluefin tunas thunnus maccoyii excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled tuna n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, herrings (clupea harengus, clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled herrings clupea harengus clupea pallasii excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, anchovies (engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled anchovies engraulis spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, sardines (sardina pilchardus, sardinops spp.), sardinella (sardinella spp.), brisling or sprats (sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling sprats sprattus sprattus excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, mackerel (scomber scombrus, scomber australasicus, scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled mackerel scomber scombrus scomber australasicus scomber japonicus excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, jack and horse mackerel (trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled jack horse mackerel trachurus spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, cobia (rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled cobia rachycentron canadum excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, swordfish (xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled swordfish xiphias gladius excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, cod (gadus morhua, gadus ogac, gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled cod gadus morhua gadus ogac gadus macrocephalus excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, haddock (melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled haddock melanogrammus aeglefinus excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, coalfish (pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled coalfish pollachius virens excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, hake (merluccius spp., urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled hake merluccius spp urophycis spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, alaska pollack (theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled alaska pollack theragra chalcogramma excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, blue whitings (micromesistius poutassou, micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled blue whitings micromesistius poutassou micromesistius australis excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, tilapias (oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled tilapias oreochromis spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, catfish (pangasius spp., silurus spp., clarias spp., ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled catfish pangasius spp silurus spp clarias spp ictalurus spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, carp (as specified by the wco.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled carp specified wco excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, eels (anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled eels anguilla spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, nile perch (lates niloticus) and snakeheads (channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled nile perch lates niloticus snakeheads channa spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled dogfish sharks excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, rays and skates (rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled rays skates rajidae excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, toothfish (dissostichus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled toothfish dissostichus spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, seabass (dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled seabass dicentrarchus spp excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, seabream (sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled seabream sparidae excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",0,fish fresh chilled n e c heading excluding fillets fish meat edible fish offal subheadings
01,"fish; fresh or chilled, livers, roes and milt",0,fish fresh chilled livers roes milt
01,"fish; fresh or chilled, shark fins",0,fish fresh chilled shark fins
01,"fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal",0,fish fresh chilled fish fins shark fins heads tails maws edible fish offal
01,"fish; frozen, pacific salmon, sockeye salmon (red salmon) (oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen pacific salmon sockeye salmon red salmon oncorhynchus nerka excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, pacific salmon (oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen pacific salmon oncorhynchus gorbuscha keta tschawytscha kisutch masou rhodurus sockeye salmon oncorhynchus nerka excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, atlantic salmon (salmo salar) and danube salmon (hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen atlantic salmon salmo salar danube salmon hucho hucho excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99",0,fish frozen trout salmo trutta oncorhynchus mykiss oncorhynchus clarki oncorhynchus aguabonita oncorhynchus gilae oncorhynchus apache oncorhynchus chrysogaster excluding fillets meat edible fish offal
01,"fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen salmonidae n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, tilapias (oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen tilapias oreochromis spp excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, catfish (pangasius spp., silurus spp., clarias spp., ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen catfish pangasius spp silurus spp clarias spp ictalurus spp excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, carp  (as specified by the wco), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen carp specified wco excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, eels (anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen eels anguilla spp excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, nile perch (lates niloticus) and snakeheads (channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen nile perch lates niloticus snakeheads channa spp excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen halibut reinhardtius hippoglossoides hippoglossus hippoglossus hippoglossus stenolepis excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, plaice (pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen plaice pleuronectes platessa excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, sole (solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen sole solea spp excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, turbots (psetta maxima, scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen turbots psetta maxima scophthalmidae excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen flat fish n e c item excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, albacore or longfinned tunas (thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen albacore longfinned tunas thunnus alalunga excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, yellowfin tunas (thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen yellowfin tunas thunnus albacares excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen skipjack stripe bellied bonito excluding fillets fish meat edible fish offal subheadings
01,"fish; frozen, bigeye tunas (thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",0,fish frozen bigeye tunas thunnus obesus excluding fillets fish meat edible fish offal subheadings
